,timestamp,value
0,-2.520653486251831,{text: #clear_throat_C#}
1,-1.0130276679992676,{text: Hej!}
2,0.0,{text: Jag heter föör hatt.}
3,3.0160672664642334,{text: Vad heter du? Och \\pau=200\\ vart kommer du ifrån?}
4,12.36428165435791,{text: Och vad heter du? och \\pau=150\\ vart kommer du ifrån?}
5,20.970328330993652,{text: Trevligt att träffas!}
6,23.98182249069214,{text: Vi ska spela spelet \\pau=150\\ Med Andra Ord}
7,26.992830514907837,{text: Ni måste beskriva ett ord och jag ska försöka gissa det.}
8,30.506794452667236,{text: Varje ord visas på surfplattan med en liten bild!}
9,34.52039885520935,{text: Ni har en minut på er att beskriva ordet \\pau=500\\ medan jag försöka att gissa.}
10,39.03427243232727,{text: Det finns en regel}
11,41.047276973724365,{text: Ni kan inte säga själva ordet eller varianter av ordet}
12,45.06216740608215,{text: Alla andra strategier för att beskriva ordet är tillåtna. \\pau=500\\ Vi ska spela i cirka 20 minuter}
13,50.5761342048645,{text: Efter spelet får ni välja eran belöning.}
14,53.58431696891785,{text: Redo? Nu kör vi!}
15,77.53233933448792,{text: #hes_short_A# \\pau=100\\  titeln?}
16,84.72502946853638,{text: #yeah_G#}
17,88.35635590553284,{text: #hes_short_D# \\pau=100\\  medalj?}
18,91.23402738571167,{text: #hes_B# \\pau=100\\  guld?}
19,94.14907932281494,{text: #hes_E# \\pau=100\\  guldmedalj?}
20,107.31366610527039,{text: #hes_short_F# \\pau=100\\  badrummet?}
21,111.21129536628723,{text: #hes_D# \\pau=100\\  dusch?}
22,112.216792345047,{text: #hes_C# \\pau=100\\  badrum?}
23,128.0316412448883,{text: #yeah_H#}
24,143.93630003929138,{text: #yeah_A#}
25,148.0983304977417,{text: #hes_short_J# \\pau=100\\  förnamn?}
26,151.10037970542908,{text: #hes_short_I# \\pau=100\\  namn?}
27,157.79880452156067,{text: #hes_short_H# \\pau=100\\  frimärke?}
28,169.9411723613739,{text: #u-hu_G#}
29,177.59204983711243,{text: #yeah_short_E#}
30,181.11677241325378,{text: #hes_F# \\pau=100\\  huvud?}
31,183.83070492744446,{text: #yeah_A#}
32,188.11844277381897,{text: #hes_G# \\pau=100\\  dröm?}
33,190.12506794929504,{text: #hes_short_A# \\pau=100\\  spöke?}
34,193.9701910018921,{text: #u-hu_E#}
35,201.6794764995575,{text: #yeah_short_B#}
36,209.24119067192078,{text: #yeah_short_E#}
37,224.14515924453735,{text: #hes_short_G# \\pau=100\\  läkare?}
38,225.77473282814026,{text: #hes_D# \\pau=100\\  apotek?}
39,227.99017477035522,{text: #yeah_D#}
40,238.42959642410278,{text: #yeah_B#}
41,259.3106517791748,{text: #hes_short_J# \\pau=100\\  fjäder?}
42,282.19887042045593,{text: #hes_F# \\pau=100\\  skärm?}
43,287.1764063835144,{text: #hes_E# \\pau=100\\  färg?}
44,293.1823832988739,{text: #hes_short_I# \\pau=100\\  dusch?}
45,302.00040769577026,{text: #yeah_C#}
46,307.19587230682373,{text: #hes_short_C# \\pau=100\\  spegel?}
47,310.6121618747711,{text: #yeah_D#}
48,313.36914348602295,{text: #yeah_D#}
49,319.34142875671387,{text: #u-hu_F#}
50,324.53167390823364,{text: #hes_short_D# \\pau=100\\  choklad?}
51,336.2952377796173,{text: #hes_short_B# \\pau=100\\  skinka?}
52,340.4295153617859,{text: #u-hu_G#}
53,350.629163980484,{text: #u-hu_B#}
54,359.0603506565094,{text: #u-hu_I#}
55,363.2203702926636,{text: #hes_F# \\pau=100\\  drottning?}
56,366.85893034935,{text: #yeah_F#}
57,372.10989451408386,{text: #u-hu_A#}
58,375.58934688568115,{text: #yeah_short_A#}
59,390.23310899734497,{text: #hes_E# \\pau=100\\  pensel?}
60,393.94848108291626,{text: #yeah_G#}
61,414.53194856643677,{text: #hes_I# \\pau=100\\  fluga?}
62,417.11282658576965,{text: #yeah_short_A#}
63,421.24830389022827,{text: #hes_short_E# \\pau=100\\  spindel?}
64,424.42894315719604,{text: #u-hu_G#}
65,434.03211426734924,{text: #yeah_B#}
66,436.94146609306335,{text: #u-hu_B#}
67,441.11209630966187,{text: #yeah_G#}
68,444.82885003089905,{text: #u-hu_I#}
69,449.2649052143097,{text: #hes_short_J# \\pau=100\\  slott?}
70,451.2657358646393,{text: #hes_short_G# \\pau=100\\  katedralen?}
71,454.01337933540344,{text: #hes_short_H# \\pau=100\\  kyrktorn?}
72,456.52781891822815,{text: #yeah_I#}
73,500.24238324165344,{text: #hes_short_D# \\pau=100\\  mardröm?}
74,510.5310878753662,{text: #yeah_J#}
75,515.1205320358276,{text: #yeah_C#}
76,519.6847066879272,{text: #yeah_H#}
77,524.3074433803558,{text: #hes_E# \\pau=100\\  höjdhopp?}
78,529.6098785400391,{text: #u-hu_G#}
79,532.7292239665985,{text: #yeah_short_E#}
80,537.889568567276,{text: #u-hu_D#}
81,545.3053257465363,{text: #hes_B# \\pau=100\\  isbjörn?}
82,549.0192127227783,{text: #u-hu_J#}
83,559.2502858638763,{text: #yeah_F#}
84,569.7219579219818,{text: #yeah_short_D#}
85,573.3260099887848,{text: #hes_short_H# \\pau=100\\  kryckor?}
86,578.6297605037689,{text: #u-hu_B#}
87,584.0295717716217,{text: #hes_A# \\pau=100\\  bil?}
88,587.5120635032654,{text: #hes_F# \\pau=100\\  rullstol?}
89,595.0089089870453,{text: #yeah_E#}
90,601.6683020591736,{text: #u-hu_B#}
91,609.5318055152893,{text: #hes_short_A# \\pau=100\\  säng?}
92,613.2221076488495,{text: #hes_F# \\pau=100\\  garderob?}
93,621.1387848854065,{text: #yeah_short_D#}
94,625.0694921016693,{text: #hes_short_I# \\pau=100\\  fotspår?}
95,631.8505580425262,{text: #yeah_short_C#}
96,639.0787224769592,{text: #u-hu_I#}
97,643.3673634529114,{text: #hes_short_A# \\pau=100\\  xylofon?}
98,645.3676323890686,{text: #hes_D# \\pau=100\\  slagverk?}
99,651.6166343688965,{text: #yeah_short_C#}
100,678.8281733989716,{text: #hes_short_B# \\pau=100\\  rösträtt?}
101,682.7594604492188,{text: #u-hu_I#}
102,695.721287727356,{text: #hes_short_J# \\pau=100\\  snabbmat?}
103,709.7878687381744,{text: #yeah_short_B#}
104,718.3736383914948,{text: #yeah_short_C#}
105,722.4093384742737,{text: #hes_G# \\pau=100\\  kaniner?}
106,729.4125158786774,{text: #hes_H# \\pau=100\\  djur?}
107,732.799459695816,{text: #u-hu_A#}
108,736.4183642864227,{text: #hes_C# \\pau=100\\  husdjur?}
109,740.2388410568237,{text: #yeah_C#}
110,751.0357775688171,{text: #yeah_G#}
111,759.2612197399139,{text: #yeah_J#}
112,765.1393144130707,{text: #yeah_A#}
113,770.8392586708069,{text: #yeah_H#}
114,774.434490442276,{text: #hes_short_F# \\pau=100\\  mejl?}
115,776.4349627494812,{text: #hes_F# \\pau=100\\  lösenordet?}
116,779.868453502655,{text: #yeah_J#}
117,788.5112607479095,{text: #u-hu_F#}
118,797.2416849136353,{text: #yeah_G#}
119,801.4494698047638,{text: #hes_J# \\pau=100\\  tavlan?}
120,804.3185203075409,{text: #hes_short_J# \\pau=100\\  gravsten?}
121,807.678884267807,{text: #u-hu_A#}
122,829.9756212234497,{text: #hes_short_J# \\pau=100\\  underverk?}
123,853.5154197216034,{text: #u-hu_C#}
124,866.4875502586365,{text: #hes_D# \\pau=100\\  musiker?}
125,874.6990168094635,{text: #yeah_J#}
126,881.8119080066681,{text: #hes_B# \\pau=100\\  trumslagare?}
127,886.0055043697357,{text: #yeah_short_D#}
128,899.5994787216187,{text: #u-hu_G#}
129,914.5121984481812,{text: #hes_short_A# \\pau=100\\  kaplan?}
130,920.5157001018524,{text: #hes_E# \\pau=100\\  kejsaren?}
131,928.3087840080261,{text: #hes_short_G# \\pau=100\\  aposteln?}
132,935.4234983921051,{text: #hes_short_D# \\pau=100\\  biskop?}
133,955.5346624851227,{text: #hes_C# \\pau=100\\  musiken?}
134,958.338730096817,{text: #yeah_short_D#}
135,963.9205248355865,{text: #hes_F# \\pau=100\\  filmen?}
136,966.3780064582825,{text: #hes_H# \\pau=100\\  signaturmelodi?}
137,968.9889092445374,{text: #u-hu_J#}
138,987.0805253982544,{text: #yeah_G#}
139,991.5550754070282,{text: #hes_short_H# \\pau=100\\  ålder?}
140,996.7113163471222,{text: #yeah_short_E#}
141,1000.5590913295746,{text: #hes_short_A# \\pau=100\\  åldersgränsen?}
142,1003.8749504089355,{text: Det är hela tiden vi har. \\pau=500\\  Tack för att ni spelade med mig!}
